flight,camera_view,dt,detection_id,detection_type,detection_score,rgb_image_name,rgb_left,rgb_right,rgb_top,rgb_bottom,ir_image_name,ir_left,ir_right,ir_top,ir_bottom,rgb_image_path,ir_image_path
fl04,C,20190510_010233.605796,test_kamera_fl04_C_94038,bearded_seal,1.0,test_kotz_2019_fl04_C_20190510_010233.605796_rgb.jpg,480,613,558,481,test_kotz_2019_fl04_C_20190510_010233.605796_ir.tif,69.0953,81.6682,80.7428,73.4108,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010233.605796_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010233.605796_ir.tif
fl04,C,20190510_010233.605796,test_kamera_fl04_C_94039,bearded_seal,1.0,test_kotz_2019_fl04_C_20190510_010233.605796_rgb.jpg,185,318,816,748,test_kotz_2019_fl04_C_20190510_010233.605796_ir.tif,41.1573,53.7251,105.001,98.5195,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010233.605796_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010233.605796_ir.tif
fl04,C,20190510_010233.605796,test_kamera_fl04_C_94040,bearded_seal,1.0,test_kotz_2019_fl04_C_20190510_010233.605796_rgb.jpg,214,333,360,290,test_kotz_2019_fl04_C_20190510_010233.605796_ir.tif,44.1532,55.4033,61.9149,55.2503,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010233.605796_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010233.605796_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64625,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,395,442,931,869,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,60.8724,65.3356,115.92,110.042,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64626,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,379,411,2437,2369,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,58.4929,61.5467,258.225,251.786,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64627,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,452,522,2379,2332,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,65.403,72.0241,252.791,248.32,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64629,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,83,156,2727,2658,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,30.4423,37.3587,285.524,278.973,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64630,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,309,378,2867,2813,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,51.65,58.181,298.847,293.715,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64632,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,14,56,2621,2547,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,24.004,28.0032,275.465,268.455,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64638,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,767,827,724,690,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,96.034,101.706,96.5191,93.2811,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64641,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,1180,1246,2567,2526,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,133.871,140.111,270.85900000000004,266.956,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64646,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,1374,1450,2572,2529,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,152.142,159.326,271.416,267.321,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64647,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,1662,1700,2551,2474,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,179.283,182.907,269.536,262.243,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64649,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,2316,2350,217,156,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,242.241,245.479,49.2423,43.4636,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64650,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,2368,2426,310,240,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,247.085,252.58900000000003,58.0626,51.4234,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64653,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,2265,2306,439,388,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,237.308,241.2,70.2031,65.3665,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64654,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,2150,2212,2374,2333,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,225.355,231.219,253.023,249.122,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64656,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,2326,2375,3015,2946,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,241.562,246.218,313.666,307.125,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64657,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,2367,2439,2464,2418,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,245.74400000000003,252.552,261.622,257.245,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64658,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,2019,2089,2515,2478,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,212.933,219.548,266.296,262.77,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64659,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,1882,1963,2600,2561,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,199.979,207.631,274.276,270.557,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64661,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,2250,2305,3167,3109,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,234.315,239.53,328.0,322.496,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64662,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,2290,2359,3238,3198,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,238.042,244.565,334.732,330.9240000000001,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64663,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,2198,2257,3220,3185,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,229.386,234.96400000000003,332.9890000000001,329.657,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64665,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,2421,2468,524,488,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,251.954,256.402,78.3032,74.8816,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64670,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,3178,3209,1700,1634,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,322.581,325.539,189.745,183.495,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64671,unknown_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,3189,3261,1716,1667,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,323.608,330.418,191.279,186.618,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64672,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,3049,3087,1727,1664,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,310.414,314.03,192.246,186.276,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_64673,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,3064,3136,1843,1803,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,311.759,318.565,203.228,199.418,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_94061,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,2382,2447,387,329,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,248.36,254.516,65.3479,59.8397,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_94062,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,3196,3257,1811,1777,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,324.212,329.978,200.255,197.016,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010240.225307,test_kamera_fl04_C_94063,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,2874,2940,1643,1592,test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif,293.978,300.224,184.246,179.399,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010240.225307_ir.tif
fl04,C,20190510_010241.890295,test_kamera_fl04_C_64703,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010241.890295_rgb.jpg,168,237,785,733,test_kotz_2019_fl04_C_20190510_010241.890295_ir.tif,39.5739,46.1037,102.038,97.0949,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010241.890295_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010241.890295_ir.tif
fl04,C,20190510_010241.890295,test_kamera_fl04_C_64705,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010241.890295_rgb.jpg,448,516,1811,1778,test_kotz_2019_fl04_C_20190510_010241.890295_ir.tif,65.3552,71.7798,199.112,195.965,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010241.890295_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010241.890295_ir.tif
fl04,C,20190510_010241.890295,test_kamera_fl04_C_64707,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010241.890295_rgb.jpg,362,445,1925,1891,test_kotz_2019_fl04_C_20190510_010241.890295_ir.tif,57.1881,65.0263,209.855,206.607,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010241.890295_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010241.890295_ir.tif
fl04,C,20190510_010241.890295,test_kamera_fl04_C_64713,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010241.890295_rgb.jpg,645,695,1515,1454,test_kotz_2019_fl04_C_20190510_010241.890295_ir.tif,84.0837,88.829,171.21400000000003,165.429,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010241.890295_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010241.890295_ir.tif
fl04,C,20190510_010241.890295,test_kamera_fl04_C_64714,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010241.890295_rgb.jpg,1189,1267,2532,2496,test_kotz_2019_fl04_C_20190510_010241.890295_ir.tif,134.739,142.107,267.56,264.125,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010241.890295_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010241.890295_ir.tif
fl04,C,20190510_010241.890295,test_kamera_fl04_C_64716,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010241.890295_rgb.jpg,1233,1304,2454,2420,test_kotz_2019_fl04_C_20190510_010241.890295_ir.tif,138.928,145.636,260.204,256.961,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010241.890295_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010241.890295_ir.tif
fl04,C,20190510_010244.388007,test_kamera_fl04_C_64738,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,478,539,379,343,test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif,69.0105,74.7775,63.7963,60.3689,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif
fl04,C,20190510_010244.388007,test_kamera_fl04_C_64739,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,422,461,545,485,test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif,63.6393,67.3478,79.4509,73.7646,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif
fl04,C,20190510_010244.388007,test_kamera_fl04_C_64741,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,584,660,321,283,test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif,79.0292,86.2102,58.3658,54.7431,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif
fl04,C,20190510_010244.388007,test_kamera_fl04_C_64743,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,110,148,1125,1053,test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif,33.9135,37.5347,134.131,127.311,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif
fl04,C,20190510_010244.388007,test_kamera_fl04_C_64744,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,567,626,668,636,test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif,77.2268,82.803,91.1433,88.0947,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif
fl04,C,20190510_010244.388007,test_kamera_fl04_C_64746,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,616,651,506,449,test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif,81.9364,85.2663,75.8446,70.4435,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif
fl04,C,20190510_010244.388007,test_kamera_fl04_C_64754,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,1322,1409,3593,3555,test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif,146.65200000000004,154.87,367.884,364.257,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif
fl04,C,20190510_010244.388007,test_kamera_fl04_C_64755,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,1521,1589,3611,3574,test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif,165.387,171.81400000000005,369.66,366.135,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif
fl04,C,20190510_010244.388007,test_kamera_fl04_C_64757,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,1220,1277,3695,3627,test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif,136.985,142.394,377.468,371.018,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif
fl04,C,20190510_010244.388007,test_kamera_fl04_C_64758,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,1647,1707,3746,3703,test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif,177.178,182.855,382.467,378.378,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif
fl04,C,20190510_010244.388007,test_kamera_fl04_C_64759,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,1527,1585,3775,3715,test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif,165.858,171.356,385.157,379.462,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif
fl04,C,20190510_010244.388007,test_kamera_fl04_C_64760,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,1456,1523,3798,3759,test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif,159.156,165.49,387.304,383.591,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010244.388007_ir.tif
fl04,C,20190510_010246.056116,test_kamera_fl04_C_64789,unknown_seal,1.0,test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,1,41,2308,2260,test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif,22.9607,26.7564,245.88,241.328,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif
fl04,C,20190510_010246.056116,test_kamera_fl04_C_64790,unknown_seal,1.0,test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,0,35,2231,2171,test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif,22.9111,26.2428,238.601,232.917,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif
fl04,C,20190510_010246.056116,test_kamera_fl04_C_64792,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,1051,1126,961,915,test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif,122.649,129.741,119.04,114.662,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif
fl04,C,20190510_010246.056116,test_kamera_fl04_C_64793,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,1121,1208,723,683,test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif,129.381,137.599,96.5835,92.7672,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif
fl04,C,20190510_010246.056116,test_kamera_fl04_C_64794,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,1071,1100,904,832,test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif,124.566,127.34,113.643,106.827,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif
fl04,C,20190510_010246.056116,test_kamera_fl04_C_64795,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,1088,1131,1039,973,test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif,126.089,130.178,126.414,120.159,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif
fl04,C,20190510_010246.056116,test_kamera_fl04_C_64800,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,1258,1318,1069,992,test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif,142.086,147.782,129.327,122.025,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif
fl04,C,20190510_010246.056116,test_kamera_fl04_C_64801,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,1273,1330,947,888,test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif,143.569,148.97299999999996,117.803,112.203,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif
fl04,C,20190510_010246.056116,test_kamera_fl04_C_64802,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,1203,1240,863,791,test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif,137.024,140.55100000000002,109.827,103.007,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif
fl04,C,20190510_010246.056116,test_kamera_fl04_C_64803,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,1251,1306,899,855,test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif,141.525,146.731,113.256,109.076,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif
fl04,C,20190510_010246.056116,test_kamera_fl04_C_64804,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,1674,1756,2300,2254,test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif,180.55900000000003,188.31,245.83900000000003,241.458,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif
fl04,C,20190510_010246.056116,test_kamera_fl04_C_64805,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,1432,1488,2276,2240,test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif,157.77700000000004,163.07299999999995,243.46,240.034,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif
fl04,C,20190510_010246.056116,test_kamera_fl04_C_64806,ringed_seal,1.0,test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,1622,1683,2226,2193,test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif,175.704,181.469,238.816,235.672,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_rgb.jpg,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010246.056116_ir.tif
